,name,rating,website,location,wheelchair,family,image_link-src,description,meta_descriptions,latitude,longitude
578,Lewis Ginter Botanical Garden,4.8,lewisginter.org,"1800 Lakeside Ave, Henrico, VA 23228",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOsTOyEZW1spRyKgk5r4uBqmwoHGvBCXemR1pxF=w408-h272-k-no,"Year-round locale with 50 acres of themed gardens, dining options & a classical domed conservatory.",,37.6209518,-77.47044369999999
579,Liberty Bell Museum,4.5,libertybellmuseum.org,"622 Hamilton St, Allentown, PA 18101",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOYAIPl5MdKtZcT0ae_qmrUPJ2n22dZBsCreoIb=w408-h306-k-no,"Exhibits & a replica of the iconic Revolutionary War bell, displayed inside Zion's Church.",,40.6023783,-75.4704278
580,Liberty Park,4.6,slc.gov,"600 900 S, Salt Lake City, UT 84105",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO-fqhRL6B2nskYOvynaKihMBEmdc1JQzEt-1nA=w426-h240-k-no,"Home to an aviary & museum, this serene landmark features a lake with ducks & paddle-boat rentals.",,40.74978429999999,-111.8739705
581,Lighthouse Point Park,4.5,,"2 Lighthouse Rd, New Haven, CT 06512",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNHikdv7_bGFUAxK8SAmVw26G2LYtbnEc3AoSRp=w408-h306-k-no,An 1847 lighthouse anchors this beachfront that is popular with swimmers & a prime birding spot.,,41.2488682,-72.90353689999999
582,Liliuokalani Gardens,4.7,,"189 Lihiwai St #151, Hilo, HI 96720",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNWOA_HI1zByxe1as9-27h11MOj9aC2bJ6tqlLN=w408-h306-k-no,"Dedicated in 1917, this 30-acre park showcases Edo-style gardens, koi ponds & a Japanese teahouse.",,19.7257959,-155.0694495
583,Lincoln Children's Zoo,4.7,lincolnzoo.org,"1222 S 27th St, Lincoln, NE 68502",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPplygk15KLqZETKpMQWcQq8He6O1sXHLt3Wepd=w408-h272-k-no,"Attraction featuring diverse animals, birds & a popular train ride, open from April to October.",,40.7995446,-96.6790573
584,Lincoln Home National Historic Site,4.8,nps.gov,"413 S 8th St, Springfield, IL 62701",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMFFAN1KbeoNJ3om0pe6bHYdeDinRcl6EUlxE3-=w408-h306-k-no,"Popular national historic site offering tours of Lincoln's period-furnished, Greek-Revival home.",The National Park Service cares for special places saved by the American people so that all may experience our heritage.,39.7967422,-89.6448246
585,Lincoln Memorial Garden and Nature Center,4.7,lincolnmemorialgarden.org,"2301 E Lake Shore Dr, Springfield, IL 62712",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Public restroom,https://lh5.googleusercontent.com/p/AF1QipMFN0Zwb6rhqlWsbhulgOHSmm-m7IJqFAdhoFGy=w408-h306-k-no,"100-acre woodland & prairie garden honoring Abraham Lincoln, with trails, bridges & a pond.",,39.696178,-89.5974633
586,Lincoln Memorial,4.8,nps.gov,"2 Lincoln Memorial Cir NW, Washington, DC 20002",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMWFK5XQfJKPL1c0guWdxn3jttWJH7NbVkNoCJZ=w408-h271-k-no,"Parthenon-inspired tribute to Abraham Lincoln with a 19-ft. marble statue, murals & reflecting pool.",The National Park Service cares for special places saved by the American people so that all may experience our heritage.,38.8892686,-77.050176
587,Lincoln Park Conservatory,4.8,lincolnparkconservancy.org,"2391 N Stockton Dr, Chicago, IL 60614",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPNvga6yAMrckc_te8vLWdOHnt49MbLqo9lbBIN=w426-h240-k-no,"Thousands of plants, from tropical species to seasonal flowers, in a glass-domed structure.",,41.9242777,-87.6347559
588,Lincoln Park Zoo,4.6,lpzoo.org,"2001 N Clark St, Chicago, IL 60614",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMfcFH2mkphAgzdDcvJYs6z8NkUUQ610GZxNoFx=w408-h306-k-no,"Small, free zoo with lions, primates, reptiles, a children's area & an interactive farm exhibit.",,41.9187125,-87.6353717
589,Lion Habitat Ranch inc,4.6,lionhabitatranch.org,"382 Bruner Ave, Henderson, NV 89044",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNfgZFloG6v0ejhQNDH3VdCgGWl4cwbX-Yi55eC=w408-h327-k-no,Several lions & a giraffe live at this sanctuary with optional guided tours & feeding experiences.,Lion Sanctuary in Henderson Nevada,35.9695965,-115.155126
590,Little Tokyo Restaurant,4.5,littletokyomaine.com,"72 Maine St, Brunswick, ME 04011",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    High chairs,https://lh5.googleusercontent.com/p/AF1QipMGifxpzSvTwc07dpPCwaJy4O9EWxiq7lRU3swK=w408-h240-k-no,"Contemporary eatery with some tatami seating serving sushi & other Japanese fare, plus cocktails.",,43.9169697,-69.9664458
591,Littleton Freehouse Taproom & Eatery,4.6,littletonfreehouse.com,"28 Cottage St, Littleton, NH 03561",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipMZkhRUdAUjAXWAh97pjCx17oEut5KGN_bSXzrd=w408-h306-k-no,"Regional beers are showcased with elevated bar food in a comfy, warehouselike setting with a patio.","New taproom & eatery based in Littleton, NH. Featuring 16 rotating beers on tap, locally-sourced food and craft cocktails. Industrial bar and riverside patio seating.",44.3051783,-71.7702015
592,Livingston Park,4.6,manchesternh.gov,"156 Hooksett Rd, Manchester, NH 03104",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPKocxkKIyYs8t-Asq5PLPphtOKu4Wvh_RyZOI-=w426-h240-k-no,"Park with a running track, baseball diamond, playground, swimming pool & boardwalk around a pond.",,43.0108094,-71.4559097
593,Locust Grove,4.8,locustgrove.org,"561 Blankenbaker Ln, Louisville, KY 40207",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipM6fT185tJ7NLnSlD9YLbA0wMk5IJh4pCHPrNDf=w427-h240-k-no,"Tours & exhibits at the circa 1792 mansion & former home of Louisville founder, George Rogers Clark.",,38.2862271,-85.6613938
594,Lookout Mountain Incline Railway,4.4,ridetheincline.com,"3917 St Elmo Ave, Chattanooga, TN 37409",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNCCOPpVOnkukhdEgnxJFjcOTbiN3efP9cmZz3q=w408-h544-k-no,100+-yr.-old vertical gauge railway ride to historic sites & trails with impressive vistas.,"Experience the Incline Railway, America's Most Amazing Mile, today! Ascend historic Lookout Mountain at a 72.7% grade and take in the views on a Funicular Railway. Click to learn more about the Incline Railway.",35.009535,-85.32846289999999
595,Los Angeles County Museum of Art,4.6,lacma.org,"5905 Wilshire Blvd, Los Angeles, CA 90036",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipP0kvk5DnED8RvP4-vjfYUi8AdzEA7eA3ohFS8=w408-h271-k-no,This 20-acre campus with diverse collections spanning art history also offers screenings & concerts.,LACMA (Los Angeles County Museum of Art). Largest art museum in the West inspires creativity and dialogue. Connect with cultures from ancient times to the present.,34.0636493,-118.3589586
596,Los Bandidos De Carlos & Mickey's,4.4,carlosandmickeysmagruderst.com,"1310 Magruder St, El Paso, TX 79925",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipMFeRrJS2O9W0FivMoKYKr8l8NOxh_jYTdq8ZlN=w408-h544-k-no,"Tex-Mex eatery known for its lively atmosphere,  oversized margaritas & mariachi music.",,31.7863084,-106.4169851
597,Los Tacos No. 1,4.7,lostacos1.com,"75 9th Ave, New York, NY 10011",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPEzdmApT4QI1SDHkrl_4BGE42uHdZOGyntk2ec=w446-h240-k-no,"Bustling taqueria serving tacos, quesadillas & aguas frescas in a street-style set-up (no seating).","Bustling taqueria serving tacos, quesadillas & aguas frescas in a street-style set-up (no seating). The authentic taste comes from family recipes and from fresh, simple and tasteful ingredients straight from home. In every taco from LOS TACOS No. 1 there is a bit of true Mexican culture and flavor.",40.7424509,-74.0059581
598,Lost River Cave,4.6,lostrivercave.org,"2818 Nashville Rd, Bowling Green, KY 42101",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipM_eG6Rryhgg3ExsqKABJ1yhL7Pb-xURqmTN-GM=w408-h314-k-no,Subterranean boat tours offered in a limestone cave complex with a visitor center & gift shop.,,36.9532699,-86.4727999
599,Louisiana Art & Science Museum,4.6,lasm.org,"100 S River Rd, Baton Rouge, LA 70801",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOCm4Sh1ZBSp4pHnWofkYfUfM165Id_tUHm5jCJ=w408-h306-k-no,"Museum complex with kids' science exhibits, a planetarium & galleries spanning the history of art.","Louisiana Art & Science Museum seeks to enhance the understanding and appreciation of art and science for general audiences and students by presenting unique, educational and entertaining experiences that encourage discovery, inspire creativity, and foster the pursuit of knowledge.",30.4462923,-91.19043429999999
600,Louisiana Children's Museum,4.5,lcm.org,"15 Henry Thomas Dr, New Orleans, LA 70124",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant   Restroom,https://lh5.googleusercontent.com/p/AF1QipNDrjaUmmvPneWU3ynJ7RXONsSVifocAw0d_4tM=w408-h272-k-no,"30,000 sq. ft. of interactive exhibits include a climbing wall, art studio & mock cafe.",,29.9899423,-90.0940571
601,Louisville Slugger Museum & Factory,4.7,sluggermuseum.com,"800 W Main St, Louisville, KY 40202",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO_XxOtH33azCicG3D-JxzEALYqrZvF0uQqRPnf=w408-h544-k-no,A giant baseball bat marks this venue offering tours & exhibits on the sports-equipment icon.,Louisville Slugger Museum & Factory,38.2570969,-85.7639811
602,Louisville Zoo,4.5,louisvillezoo.org,"1100 Trevilian Way, Louisville, KY 40213",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO0OKxUYVl_tknLVJiwjdzOnLodYGpDrZ1DWRZd=w408-h243-k-no,"Modest-size zoo with habitats for gorillas, tigers & other animals, plus a splash park.",,38.205656,-85.7070763
603,Lower Mississippi River Museum,4.6,lmrm.org,"910 Washington St, Vicksburg, MS 39183",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOdiwHzqSA-UJI2YmwI5gS3flgdM7ZF0ur-tytn=w408-h544-k-no,"Interactive exhibits on the Mississippi River & US Army Corps of Engineers, plus a boat to explore.",,32.3534255,-90.88185229999999
604,Lucky Slice Pizza Ogden,4.5,theluckyslice.com,"207 25th St, Ogden, UT 84401",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Gender-neutral restroom   Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipOSs2vBrta0IfDk3F2oPnWiVvk1c83FXv2lBi7o=w408-h271-k-no,"Welcoming pizzeria with gourmet sauces, toppings & specialty pies offered whole or by-the-slice.","Quality hand-crafted NY Style Pizza - by the slice and whole pizza. 
Dine-in, carry-out, & free delivery in Ogden, Logan, & Clearfield, Utah.",41.2205741,-111.9757684
605,Lynn Meadows Discovery Center,4.8,lmdc.org,"246 Dolan Ave, Gulfport, MS 39507",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipN0yssHVjDKUTe1Vm7tG0E4DK249b4O5jWvrKMI=w408-h544-k-no,"Children's museum in a circa-1916 former school with interactive exhibits, outdoor play area & more.",,30.38249,-89.03745819999999
606,MISSION BBQ,4.7,mission-bbq.com,"1530 N Green River Rd, Evansville, IN 47715",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipO2-oH6JW3jzBD79Kjxmdaslay5r2t1MRoWs7Hf=w408-h306-k-no,"Casual chain featuring BBQ & classic sides, plus memorabilia honoring soldiers & first responders.",,37.9906378,-87.4931615
607,MISSION BBQ,4.7,mission-bbq.com,"365 N Dupont Hwy, Dover, DE 19901",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipONXrSvVkteoa_C2dIpScfAl8xWKprYqgUE8Xip=w408-h306-k-no,"Casual chain featuring BBQ & classic sides, plus memorabilia honoring soldiers & first responders.",,39.1724359,-75.5197996
608,"MOCA (Museum Of Contemporary Art), Jacksonville",4.4,mocajacksonville.unf.edu,"333 N Laura St, Jacksonville, FL 32202",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMZfCYFhY6sAK1XL-0HgIYHHlLB53fYVEFf95R6=w648-h240-k-no,Art museum features changing exhibition galleries along with permanent works & a children's area.,,30.329277,-81.658374
609,MOSH (Museum Of Science & History),4.2,themosh.org,"1025 Museum Cir, Jacksonville, FL 32207",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipN0-B6PEDHZigNc14QeHcGbQ12MtOlsxHcWz-4d=w408-h306-k-no,"Aquariums & exhibits on the body, marine mammals & energy are featured at this popular museum.",,30.31886759999999,-81.6597543
610,"MacKenzie River Pizza, Grill & Pub",4.3,mackenzieriverpizza.com,"1490 Milligan Rd, Idaho Falls, ID 83402",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipPMFMXkLSLdSTHHgxWJT7RP0XC6wkm-V7aSH34r=w408-h306-k-no,"Pizzeria chain serving creative pies, sandwiches, beer & wine in a casual, rustic setting.",,43.4846508,-112.0504809
611,Machine Shed Restaurant Rockford,4.2,machineshed.com,"7475 E State St, Rockford, IL 61108",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipN-hNDHA4Cl6EWGK02Oc7tIBsc81XwaNTdygbZE=w408-h241-k-no,"Family-owned, farm-themed regional chain member serving traditional American fare & full bar.",,42.269627,-88.9713792
612,Madame Tussauds Orlando,4.6,madametussauds.com,"8387 International Dr, Orlando, FL 32819",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Gender-neutral restroom   Good for kids,https://lh5.googleusercontent.com/p/AF1QipOHWI0CyxRsh_mSw_QKIt8g2k-fCjoHGc_drn0a=w408-h306-k-no,Museum chain for life-size wax replicas of famous Americans & historic icons in themed galleries.,"Get Closer to the stars in London, New York, Sydney, Bangkok, Berlin and many more!",28.4434525,-81.46950009999999
613,Mader's Restaurant,4.5,madersrestaurant.com,"1041 N Old World 3rd St, Milwaukee, WI 53203",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Bar onsite   Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipMUk4qb1cWrPKAxMel10o2ZMApULLLsoyWvPomt=w408-h293-k-no,"Old-school place offering classic German cuisine, Bavarian decor & traditionally attired waitstaff.",Maders Restaurant is the Best German Restaurant with unique German Beers in Milwaukee.,43.0438476,-87.91490150000001
614,Madison Children's Museum,4.7,madisonchildrensmuseum.org,"100 N Hamilton St, Madison, WI 53703",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant   Restroom,https://lh5.googleusercontent.com/p/AF1QipN2kXap2yk1fFSVm78smPeIPy5fFO_JiT6X4vPF=w408-h271-k-no,3 floors of interactive & educational exhibits designed for kids 12 & under plus a cafe.,"Play matters. It’s how we learn to invent, share, and explore. Madison Children’s Museum bursts with chances to play and learn: to stretch bodies and minds, solve problems, create art, make friends, and, most of all, have fun. We’re an inspiring space where kids lead, and grownups are happy to follow. Plan a trip to Madison",43.0769396,-89.3843946
615,Maggie Daley Park,4.7,maggiedaleypark.com,"337 E Randolph St, Chicago, IL 60601",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOoCLaI7GXHCeL6pLU_2ydJmu5h-6GQ0PkMe18K=w408-h306-k-no,"Popular recreational area with winter ice skating, a climbing wall & playground equipment.",,41.8823821,-87.61936659999999
616,Magic Island Park,4.2,,"Berkeley St, Charleston, WV 25302",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOG7aj0F-F-DlA17cFs5fFSCMFZFjc2sTPlDzWX=w408-h544-k-no,"Public park on the Kanawha River with a playground, splash pad, grassy areas & walking paths.",,38.3590868,-81.6492186
617,Magoffin Home State Historic Site,4.7,visitmagoffinhome.com,"1120 Magoffin Ave, El Paso, TX 79901",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipN21dUXIKw-q0avo_xcuKZWzXlA9CmMmeIRzpXr=w408-h299-k-no,"Adobe Territorial home of a pioneering multicultural family, now open for house & garden tours.",This 1875 adobe home explores the stories of a multicultural family who influenced the early development of the Southwest borderlands.,31.7621245,-106.4768984
618,Mahaffie Stagecoach Stop-Farm,4.6,mahaffie.org,"1200 E Kansas City Rd, Olathe, KS 66061",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOa2xtvK-OSsQgduNyRh3JT7ktjs3smgRxHW18P=w408-h272-k-no,19th-century farm & living history museum with historic reenactments & era–specific activities.,,38.8920949,-94.7996263
619,Main Street Children's Museum,4.3,chmuseums.org,"133 E Main St, Rock Hill, SC 29730",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNMlpAXgPbblj0hGDppsnaAB_8LyqTsW59YjQD7=w426-h240-k-no,"Whimsical, artist-inspired venue offering imaginative & interactive activities for kids.","The Culture & Heritage Museums is a linked system of cultural institutions in York County, SC, which includes Historic Brattonsville, McCelvey Center, and the Museum of York County.",34.9258028,-81.0267806
620,Maine Discovery Museum,4.4,mainediscoverymuseum.org,"74 Main St, Bangor, ME 04401",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipOzggFiiDrE7j3vQuPPrtLr6sXfS8jjXEPnc2Lz=w408-h277-k-no,Kids get hands-on learning at this Downtown complex with interactive exhibits on science & the arts.,,44.8001317,-68.7715977
621,Maine Narrow Gauge Railroad,4.5,mainenarrowgauge.org,"49 Thames St, Portland, ME 04101",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMamStVa1pF82-7rL7ZXHorDeVQGHvhIf0xJXU4=w506-h240-k-no,"Coastal rides in a quaint old train, with ocean views & a conductor providing historical info.","Maine Narrow Gauge Railroad Co. & Museum is a travel destination in Portland, ME. We offer train rides on our historic two-foot gauge railroad. Check out our events!",43.6604174,-70.2466273
622,Maldaner's Restaurant,4.4,maldaners.com,"222 S 6th St, Springfield, IL 62701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    High chairs,https://lh5.googleusercontent.com/p/AF1QipP4ka_D10B5IoGj47J8IT4yMHDZiiFgSBvT48B8=w408-h240-k-no-pi-0-ya35.159977-ro-0-fo100,"Wood-swathed, American eatery (since 1884) emphasizing local produce, along the storied Route 66.",,39.7997063,-89.64768699999999
623,Mama's Soul Food Restaurant,4.0,tampa.mamassoulfoodfl.com,"3701 E Dr Martin Luther King Jr Blvd, Tampa, FL 33610",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipPnwj8Xj0V5nXN52_YilJrLljrwQ1UJSQlOw7Xr=w408-h306-k-no,"Modest option for classic, homestyle Southern cooking including breakfast & desserts.","Online ordering menu for Mama's Soul Food. Welcome to Mama's Soul Food. Our menu features Mama's Oxtails, Mama's Burger, Oxtail & Rice Only, and more! Don't forget to try our Catfish Nugget Basket and the Whiting & Shrimp! Find us along East Mlk Jr Industrial Boulevard. Order online for carryout or delivery!",27.981229,-82.4180964
624,Mama J's Kitchen,4.5,mamajskitchen.com,"415 N 1st St, Richmond, VA 23219",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipPaHUbE3EQ5E6PteCx47Yo8S_jWtHxm7gWcBjA2=w437-h240-k-no,"Southern & soul food with a full bar are offered in a casual, modern cafe setting with a chill vibe.","Richmond's best Southern & Soul Food restaurant, with a full bar in a relaxed modern cafe setting.",37.5464391,-77.4395302
625,Manchester Meadows Park,4.7,cityofrockhill.com,"337 E Mt Gallant Rd, Rock Hill, SC 29730",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMXXnactpL2QsWeOzHFUwyiu5HUusg4gjLBvjQ_=w426-h240-k-no,"City park with multiple soccer fields, a playground & sheltered picnic areas, plus walking trails.",,34.9441606,-80.98296309999999
626,Marbles Kids Museum,4.8,marbleskidsmuseum.org,"201 E Hargett St, Raleigh, NC 27601",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipPv7jHrgbG8kVroHylWtE4aGXTiocU7J0P3hLHE=w408-h272-k-no,Children's museum featuring a wide variety of interactive displays for toddlers & school-age kids.,,35.7785142,-78.6362388
627,Marchetti's Restaurant,4.6,marchettis.com,"1463 Park Ave, Cranston, RI 02920",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipMa_d657GaeN1YxzdxrtXkH6qDGhcuILKEv9oUb=w426-h240-k-no,"Family-owned venue dishing out home-style Italian chow in spacious, wood-adorned setting with patio.",,41.783265,-71.4635622
628,Margaritas Mexican Restaurant,4.1,margs.com,"390 Western Ave, Augusta, ME 04330",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipO3y4PFjQWsBW3t2HF4J4KDJBMVi95rnYu40wZH=w421-h240-k-no,"Mexican handcrafts decorate this chain serving tacos, enchiladas, margaritas & other classics.","Margaritas Mexican Restaurants offers distinctly delicious Mexican food that is made fresh throughout the day and each Margarita is hand shaken using real lemon and lime citrus blends. With a commitment to provide an authentic ambience, the decor is crafted by Mexican artisans and brought up on a tr",44.3171001,-69.8157038
629,Maritime Museum of San Diego,4.7,sdmaritime.org,"1492 N Harbor Dr, San Diego, CA 92101",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNE5Xh55cZNh2--0JwgysnLPftF1w13Py1Du3xX=w408-h306-k-no,Waterfront venue showcasing many types of restored vintage ships & historical exhibits.,"Maritime Museum of San Diego is collecting, preserving, and presenting our rich maritime heritage connections with the Pacific world.",32.7202844,-117.1735775
630,Marquette Park Pavilion,4.5,marquetteparkgary.org,"1 N Grand Blvd, Gary, IN 46403",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipN9sAqbpETjQdAny9zu2poZGcuimpzJLReduGIR=w408-h306-k-no,Spacious historic pavilion with a formal ballroom & lounge available to rent for events.,"Marquette Park is a municipal park completely surrounded by the Indiana Dunes National Lakeshore. Its primary elements include 1.4 miles of white sand Lake Michigan beaches, inland ponds, impressively high sand dunes, wetlands, a lagoon and indigenous oak savanna. The Park includes the Octave Chanute museum, registered as a National Landmark of Soaring.",41.6167151,-87.2610943
631,Mary Todd Lincoln House,4.6,mtlhouse.org,"578 W Main St, Lexington, KY 40507",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Gender-neutral restroom   Good for kids   Restroom   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNffOak5dYJOV7BQ4Q38qO8gXRuf1K0gaQD9PY8=w408-h272-k-no,"Historic childhood home of the First Lady of the United States (from 1861-1865), with tours & more.","Discover one of America's most fascinating first ladies during a visit to 
her girlhood home. The Mary Todd Lincoln House, located in downtown 
Lexington, Kentucky was the family home of the wife of 16th president 
Abraham Lincoln. In 1977, the home opened to the public and became the 
first house museum in America to honor a First Lady.",38.0512563,-84.50278
632,Mattatuck Museum,4.4,mattmuseum.org,"144 W Main St, Waterbury, CT 06702",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipPwCYVsgKIjjQ0AX7VLg-pkgfaqTJ0Pp4W6Y-IL=w426-h240-k-no,Connecticut's cultural heritage is explored at this small American art & history museum with a cafe.,"American art and history museum offering a permanent art collection, rotating exhibitions, special events, and family programming in Waterbury, CT.",41.5574584,-73.0431565
