,name,rating,website,location,wheelchair,family,image_link-src,description,meta_descriptions,latitude,longitude
122,Phoenix Park,4.8,visiteauclaire.com,"330 Riverfront Terrace, Eau Claire, WI 54703",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOZhg6K2O7jqXAWRtLPLvSLtj_VWAlEHzqwqAS_=w408-h544-k-no,"This 9-acre riverbank park offers a walking labyrinth, picnic pavilion & year-round farmers' market.","Come as you are to Eau Claire to experience a place where everyone is welcome, live music is celebrated, hospitality is real, and there is always cheese and beer.",44.8146395,-91.5048281
123,Pine Hill Park,4.7,pinehillpark.org,"2 Oak St Ext, Rutland, VT 05701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPerxW71STAr60o-9dCZA3IHipwQwklK3BoXIKs=w408-h302-k-no,Many hiking & mountain-biking trails traverse this large wooded park with some scenic views.,"Pine Hill Park offers 17 miles of single-track trail spread over 325 acres of terrain offering some of the very best mountain biking, trail running, hiking, walking, snowshoeing, and geocaching in the central Vermont region.",43.6169154,-72.9912544
124,Plamann Park,4.6,outagamie.org,"1375 E Broadway Dr, Appleton, WI 54913",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNBmdtjVuPCjUleP2dAl6eJiAMlhd8en4C6xC8b=w408-h306-k-no,"Big park with a 27-hole disc-golf course, a lake beach, a kids' farm, sports fields & picnic areas.",,44.3251334,-88.39262269999999
125,Poor House Farm Park,4.6,mbcparks-rec.org,"Poor House Rd, Martinsburg, WV 25403",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNpukOGnLrRlMSAeh2JWwi__WcjsuaNs8X5E5pF=w408-h306-k-no,"Sprawling county park offering a stocked lake, multiple event pavilions, disc golf & mid-1800s barn.",,39.4425111,-78.0580544
126,Puckett's Grocery & Restaurant - Downtown Nashville,4.4,puckettsgro.com,"500 Church St, Nashville, TN 37219",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible seating,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipOucVSjePlM9Gt8YJzDcysBWE3Mt9tSPYAE_6RH=w408-h579-k-no,Southern bar & grill with an old-general-store feel & a large stage for live music acts.,,36.1632246,-86.78046309999999
127,Randy's Family Restaurant,4.6,randysfood.com,"1132 W MacArthur Ave, Eau Claire, WI 54701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible seating   Wheelchair accessible restroom,Amenities    Gender-neutral restroom   Good for kids,https://lh5.googleusercontent.com/p/AF1QipMv7Bi4lqUlT6ve5BmaclGRQM7UhmGPMnCQ2Wt0=w408-h544-k-no,"Down-home plates, from breakfast staples to classic American mains, whipped up in unfussy surrounds.","Randy’s is a place to enjoy homemade cooking, including breakfast, lunch and dinner, we have something for everyone.",44.7883808,-91.5185527
128,RedRossa Italian Grille,4.2,redrossa.com,"808 W Sioux Ave Ste 200, Pierre, SD 57501",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipNjX6wxy1HKHrKMRSnN0YBznwoDHaUwHWByGXSx=w408-h270-k-no,"Casual restaurant with wood & stone accents turning out classic Italian entrees, wine & cocktails.","Offering affordable Italian-American cuisine, the RedRossa Italian Grille has an extensive selection of fresh, flavorful, traditional Italian dishes.",44.37235039999999,-100.3625531
129,Reptile Gardens,4.7,reptilegardens.com,"8955 US-16, Rapid City, SD 57702",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOQyC3biqg3ByJFGLnxKXcfPadx-EVzs5hWf18A=w408-h291-k-no,"Long-running zoo with many reptile exhibits, plus bird shows, giant tortoises & a greenhouse.","A Black Hills attraction you&#039;ll never forget, Reptile Gardens is a specialized wild animal park featuring reptiles, amphibians, birds, and bugs for your enjoyment.",43.9911142,-103.2718379
130,Ripley's Aquarium of the Smokies,4.6,ripleyaquariums.com,"88 River Rd, Gatlinburg, TN 37738",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipODROvJUNdY9oU-SaakwIFkw_Zu8W1MIckUhQfh=w408-h306-k-no,"Sprawling aquarium showcasing sharks, sea turtles, stingrays, penguins & a glass-bottom boat ride.","3 Amazing Locations - Traveling on moving glide paths, visitors enter the ocean realm and come face to face with thousands of fascinating fish!",35.7142227,-83.51318429999999
131,Rock City Gardens,4.7,seerockcity.com,"1400 Patten Rd, Lookout Mountain, GA 30750",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Public restroom,https://lh5.googleusercontent.com/p/AF1QipOXVnGTw1FHQazz3CifNXO6PVLrYwrYSkfvSvYT=w408-h306-k-no,"Ancient rock formations, gardens & panoramic views of 7 states draw visitors to this walking trail.",Atop Lookout MountainHomepage - Rock City will amaze you...it's in our nature! Click to learn how!,34.9734422,-85.3494154
